first_name,last_name,gender,past_3_years_bike_related_purchases,dob,age,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,rank,Value
Queenie,Learie,Female,90,1/24/1948,72.63,,Property,Mass Customer,N,No,12,7 Sauthoff Park,2073,NSW,Australia,11,238,0.91375
Zondra,Ringham,Female,36,1/13/1948,72.66,Cost Accountant,Financial Services,Mass Customer,N,Yes,7,416 Lighthouse Bay Lane,4510,QLD,Australia,5,100,1.063
Logan,Colomb,Male,74,1/1/1948,72.69,Recruiter,n/a,Mass Customer,N,Yes,19,266 Lakewood Terrace,2761,NSW,Australia,8,837,0.57109375
Ross,Vidgen,Male,17,12/28/1947,72.7,VP Sales,Retail,Affluent Customer,N,No,12,2874 Bay Hill,4032,QLD,Australia,9,569,0.7
Juliann,Siemantel,Female,86,12/15/1947,72.74,Librarian,Entertainment,Mass Customer,N,No,22,28 Parkside Park,3046,VIC,Australia,8,702,0.638
Lucky,Klainman,Female,24,11/26/1947,72.79,Chief Design Engineer,Retail,Mass Customer,N,No,8,0796 Barnett Plaza,3758,VIC,Australia,4,270,0.893
Tiphanie,Blackader,Female,59,10/8/1947,72.92,Physical Therapy Assistant,Retail,Mass Customer,N,No,17,71 Stone Corner Avenue,2007,NSW,Australia,11,124,1.031
Leeland,,Male,66,1/24/1957,,VP Quality Control,Telecommunications,High Net Worth,N,No,12,9 Stephen Center,4122,QLD,Australia,4,845,0.563125
Suzy,Trounson,Female,13,7/19/1947,73.14,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,20,0627 Golf Center,4152,QLD,Australia,9,236,0.914
Sherwin,Minocchi,Male,71,7/13/1947,73.16,Project Manager,n/a,Mass Customer,N,Yes,11,1 Alpine Crossing,2536,NSW,Australia,8,769,0.595
Cecily,Faircley,Female,42,6/12/1947,73.25,Accountant IV,IT,Affluent Customer,N,Yes,19,8 Bluejay Road,4301,QLD,Australia,1,654,0.66
Taber,Szymon,Male,70,4/22/1947,73.39,Senior Sales Associate,Argiculture,Affluent Customer,N,No,13,984 Del Sol Junction,4659,QLD,Australia,8,114,1.04
Davidde,Cockroft,Male,70,4/21/1947,73.39,Geological Engineer,Manufacturing,High Net Worth,N,No,8,8 Kim Avenue,2158,NSW,Australia,12,392,0.813
Karoly,Burgoine,Male,57,4/6/1947,73.43,Account Representative IV,Health,High Net Worth,N,Yes,21,18 Morning Circle,3012,VIC,Australia,2,859,0.55
Marcellina,Baynton,Female,60,3/11/1947,73.5,Software Engineer III,Financial Services,Mass Customer,N,No,16,56 Comanche Terrace,3141,VIC,Australia,10,263,0.893
Roberta,Goodale,Female,9,2/28/1947,73.53,Information Systems Manager,Property,Mass Customer,N,Yes,22,013 David Junction,4211,QLD,Australia,7,67,1.129
Neile,Argent,Female,79,10/25/1946,73.88,,Retail,Mass Customer,N,No,8,2548 Arrowood Pass,2024,NSW,Australia,10,7,1.421875
Griffith,Escot,Male,50,10/23/1946,73.88,Accountant III,IT,Mass Customer,N,Yes,16,94 Manitowish Court,4116,QLD,Australia,3,24,1.288
Colas,Gabbitas,Male,98,9/9/1946,74,Staff Scientist,Retail,High Net Worth,N,No,20,3094 Elka Place,2166,NSW,Australia,9,865,0.468
Barth,Weare,Male,18,8/22/1946,74.05,Clinical Specialist,Health,Mass Customer,N,Yes,8,784 Lotheville Court,2541,NSW,Australia,5,599,0.68
Rollo,Louedey,Male,64,7/9/1946,74.17,Information Systems Manager,Telecommunications,Affluent Customer,N,Yes,17,7 Cascade Park,2089,NSW,Australia,9,27,1.275
Quillan,Guinane,Male,36,3/24/1946,74.46,Community Outreach Specialist,n/a,High Net Worth,N,Yes,21,803 Badeau Point,2177,NSW,Australia,8,54,1.158125
Marcelia,Copins,Female,81,3/15/1946,74.49,,n/a,Mass Customer,N,Yes,21,330 Melby Terrace,2259,NSW,Australia,8,215,0.925
Dillon,Bannister,Male,7,12/24/1945,74.71,Tax Accountant,n/a,Mass Customer,N,No,11,43 Dayton Drive,2062,NSW,Australia,9,476,0.74375
Cheston,Hritzko,Male,70,11/8/1945,74.84,Software Engineer III,Manufacturing,Mass Customer,N,Yes,19,3 Service Center,2127,NSW,Australia,9,231,0.914
Jo,Roberts,Female,41,10/31/1945,74.86,Paralegal,Financial Services,High Net Worth,N,Yes,11,20139 Lakewood Plaza,2440,NSW,Australia,3,872,0.47
Vitia,Axtens,Female,62,8/8/1945,75.09,Financial Advisor,Financial Services,Mass Customer,N,Yes,15,42681 Carey Alley,2011,NSW,Australia,10,142,0.999
Rourke,Gillbard,Male,11,8/3/1945,75.1,,Property,Mass Customer,N,No,17,75 Cordelia Trail,4817,QLD,Australia,4,5,1.46875
Kellen,Pawelski,Female,83,7/26/1945,75.13,,Manufacturing,High Net Worth,N,Yes,11,125 Manufacturers Parkway,2193,NSW,Australia,8,870,0.3995
Milty,Brauninger,Male,13,7/10/1945,75.17,Payment Adjustment Coordinator,n/a,High Net Worth,N,No,11,54 6th Trail,2640,NSW,Australia,7,315,0.85
Kylila,Basezzi,Female,94,6/11/1945,75.25,Assistant Manager,n/a,Mass Customer,N,Yes,9,64 Armistice Point,4217,QLD,Australia,9,629,0.6625
Rikki,Chaffey,Male,69,6/11/1945,75.25,Chemical Engineer,Manufacturing,Mass Customer,N,No,20,9 Spohn Way,4127,QLD,Australia,1,763,0.588
Brynn,Goodyear,Female,30,11/10/1944,75.83,Human Resources Manager,Health,Mass Customer,N,Yes,11,3 Sheridan Lane,3075,VIC,Australia,7,160,0.983
Adolpho,Bellerby,Male,46,10/25/1944,75.88,VP Sales,Financial Services,High Net Worth,N,Yes,13,2763 Buhler Circle,4305,QLD,Australia,4,287,0.875
Delinda,Ech,Female,74,10/21/1944,75.89,Environmental Specialist,Argiculture,Mass Customer,N,Yes,17,28 Golf View Terrace,3101,VIC,Australia,10,153,0.988
Alexa,Dillet,Female,65,10/5/1944,75.93,Product Engineer,Entertainment,Affluent Customer,N,No,17,84650 Novick Point,2261,NSW,Australia,7,182,0.95
Elianora,Poolton,Female,15,6/14/1944,76.24,Programmer II,n/a,Mass Customer,N,Yes,21,5 Macpherson Drive,3134,VIC,Australia,9,295,0.867
Darryl,Hovee,Female,2,4/28/1944,76.37,Professor,Financial Services,Mass Customer,N,Yes,19,381 Emmet Terrace,2047,NSW,Australia,12,506,0.717
Briana,Trill,Female,5,3/18/1944,76.48,Health Coach III,Health,High Net Worth,N,No,11,0433 La Follette Road,2137,NSW,Australia,11,532,0.704
Alanna,Lerway,Female,26,1/5/1944,76.68,Dental Hygienist,Health,Mass Customer,N,Yes,11,593 Alpine Drive,3195,VIC,Australia,12,56,1.148
Bobby,Summersby,Male,90,10/27/1943,76.87,Sales Associate,Financial Services,Affluent Customer,N,No,7,1478 Oak Valley Park,3350,VIC,Australia,2,399,0.797
Shara,Bramhill,U,24,,,,IT,Affluent Customer,N,No,2,01 Bunker Hill Drive,2230,NSW,Australia,10,883,0.53125
Latrena,Walklate,Female,97,10/5/1943,76.93,Mechanical Systems Engineer,Telecommunications,High Net Worth,N,Yes,13,87 Sheridan Junction,2281,NSW,Australia,8,73,1.094
Danny,Bodle,Male,50,9/24/1943,76.96,Statistician I,Manufacturing,Mass Customer,N,Yes,18,68 Anthes Park,2007,NSW,Australia,9,69,1.105
Haskell,Moxted,Male,81,8/27/1943,77.04,Civil Engineer,Manufacturing,Mass Customer,N,No,7,2941 Talisman Alley,2145,NSW,Australia,9,136,0.999
Deborah,Petrovsky,Female,53,7/14/1943,77.16,Teacher,Property,Mass Customer,N,No,16,036 Redwing Street,2011,NSW,Australia,7,70,1.1
Antoinette,,Female,72,7/28/1980,,Structural Analysis Engineer,Financial Services,Affluent Customer,N,No,5,9 Derek Alley,3058,VIC,Australia,9,888,0.525
Celia,Bryden,Female,12,4/6/1943,77.43,Chemical Engineer,Manufacturing,High Net Worth,N,No,21,2905 Towne Place,2114,NSW,Australia,9,249,0.9
Vyky,Pegg,Female,64,3/15/1943,77.49,Quality Control Specialist,Manufacturing,Mass Customer,N,Yes,11,31854 Anniversary Terrace,2322,NSW,Australia,7,890,0.4
Symon,Mawne,Male,18,2/8/1943,77.59,Human Resources Assistant IV,Property,Mass Customer,N,Yes,15,37439 High Crossing Circle,3350,VIC,Australia,4,17,1.3
Sindee,Jasik,Female,18,10/21/1942,77.89,Social Worker,Health,Mass Customer,N,Yes,15,0689 Melby Park,4030,QLD,Australia,9,490,0.725
Casandra,Betteridge,Female,29,9/10/1942,78,Cost Accountant,Financial Services,Affluent Customer,N,Yes,9,68 Bluestem Center,3166,VIC,Australia,10,821,0.561
Wilfrid,Gertray,Male,1,8/23/1942,78.05,Accounting Assistant I,Financial Services,Mass Customer,N,No,16,38407 Sutteridge Circle,2766,NSW,Australia,8,385,0.8
Estevan,Eastment,Male,54,8/9/1942,78.09,Environmental Specialist,Health,Mass Customer,N,Yes,21,61926 Tomscot Hill,2019,NSW,Australia,8,188,0.938
Margette,Gibard,Female,34,7/6/1942,78.18,,Manufacturing,Affluent Customer,N,Yes,9,37068 Montana Street,2011,NSW,Australia,7,498,0.7125
Kaine,Smallcombe,Male,59,2/6/1942,78.59,Senior Financial Analyst,Financial Services,High Net Worth,N,No,11,9 Mosinee Parkway,2072,NSW,Australia,10,9,1.368
Jenelle,Mc-Kerley,Female,40,1/23/1942,78.63,Data Coordiator,Financial Services,Mass Customer,N,Yes,16,9 Springview Terrace,4068,QLD,Australia,5,168,0.956
Leticia,Danovich,Female,84,10/2/1941,78.94,Design Engineer,Entertainment,Mass Customer,N,Yes,15,2 Logan Avenue,4307,QLD,Australia,1,72,1.094
Shanon,Rolfe,Female,63,8/19/1941,79.06,Sales Representative,Retail,High Net Worth,N,No,8,10 Cottonwood Point,2530,NSW,Australia,7,901,0.46
Cissiee,Pollington,Female,43,7/21/1941,79.14,Associate Professor,Property,Mass Customer,N,Yes,7,69710 Northfield Center,2256,NSW,Australia,9,139,0.988
Jeno,Strafford,Male,67,7/21/1941,79.14,Tax Accountant,Financial Services,High Net Worth,N,No,7,891 Sachtjen Hill,4170,QLD,Australia,9,861,0.538
Heall,Andrioli,Male,46,6/17/1941,79.23,Environmental Tech,IT,Affluent Customer,N,Yes,7,370 Eastwood Road,4133,QLD,Australia,5,891,0.52
Roth,Crum,U,0,,,Legal Assistant,IT,Mass Customer,N,No,2,276 Anthes Court,2450,NSW,Australia,6,904,0.5
Giralda,MacPeake,Female,59,4/4/1941,79.44,Librarian,Entertainment,High Net Worth,N,Yes,14,6 Killdeer Way,2705,NSW,Australia,1,228,0.901
Essie,Withur,Female,42,2/26/1941,79.54,Director of Sales,Financial Services,High Net Worth,N,No,19,539 Graceland Pass,3444,VIC,Australia,7,507,0.706
Davide,Senten,Male,22,2/23/1941,79.55,Accounting Assistant II,Manufacturing,Mass Customer,N,No,11,23737 Bartillon Street,2171,NSW,Australia,9,538,0.697
Ludvig,Andren,Male,44,2/22/1941,79.55,Media Manager III,n/a,High Net Worth,N,Yes,15,578 Waywood Circle,4306,QLD,Australia,5,25,1.26171875
Alfonso,Massel,Male,70,12/5/1940,79.77,,n/a,Mass Customer,N,Yes,13,6065 Talisman Crossing,3977,VIC,Australia,7,54,1.1421875
Otes,Elegood,Male,67,11/25/1940,79.79,Programmer III,Financial Services,High Net Worth,N,No,21,2632 Del Mar Point,2226,NSW,Australia,11,727,0.595
Ottilie,Wanless,Female,51,11/10/1940,79.83,Environmental Specialist,n/a,Affluent Customer,N,No,8,2 David Pass,2720,NSW,Australia,4,213,0.9095
Lisette,Davers,Female,59,10/26/1940,79.88,Developer III,Health,High Net Worth,N,No,17,504 Stuart Pass,2130,NSW,Australia,11,497,0.712
Rolland,Esmead,Male,41,7/13/1940,80.16,,Health,Affluent Customer,N,No,8,72008 7th Avenue,2200,NSW,Australia,8,69,1.1
Kellyann,Adshad,Female,62,6/7/1940,80.26,,n/a,Mass Customer,N,Yes,22,29 Tennyson Alley,2161,NSW,Australia,9,440,0.75
Austine,Speedy,Female,38,5/23/1940,80.3,Software Engineer II,Argiculture,High Net Worth,N,Yes,14,69 Sunfield Terrace,2558,NSW,Australia,8,472,0.73
Kori,Sparsholt,Female,59,5/19/1940,80.31,Office Assistant II,n/a,Mass Customer,N,Yes,19,37 Rigney Park,2171,NSW,Australia,9,236,0.8925
Boothe,Hayselden,Male,42,5/18/1940,80.32,Computer Systems Analyst III,Health,Mass Customer,N,Yes,17,33 Pond Point,2291,NSW,Australia,10,737,0.587
Jacklin,Duchant,Female,77,3/18/1940,80.48,Legal Assistant,Argiculture,Mass Customer,N,No,17,9 Memorial Road,4132,QLD,Australia,4,922,0.468
Wrennie,Dwelly,Female,23,3/11/1940,80.5,Operator,Manufacturing,Mass Customer,N,No,18,179 Carey Terrace,3020,VIC,Australia,9,512,0.703
Georgetta,Lovett,Female,42,2/2/1940,80.61,Editor,Retail,Mass Customer,N,No,12,1 Bluejay Place,4405,QLD,Australia,1,25,1.25
Reynold,Elman,Male,19,1/18/1940,80.65,Marketing Manager,Manufacturing,Mass Customer,N,No,9,966 Sunnyside Center,2390,NSW,Australia,2,17,1.288
Bessy,Saladin,Female,22,12/22/1939,80.72,VP Marketing,Manufacturing,Mass Customer,N,Yes,16,60073 Pankratz Pass,4075,QLD,Australia,10,130,0.99
Jordan,Clampe,Male,37,12/9/1939,80.76,Staff Scientist,Financial Services,Mass Customer,N,Yes,11,276 Westend Road,4207,QLD,Australia,5,19,1.281
Piper,Issacov,Female,67,11/8/1939,80.84,Human Resources Assistant III,Health,Affluent Customer,N,Yes,22,52201 Tony Avenue,2088,NSW,Australia,9,801,0.56
Glory,Chilcott,Female,49,9/9/1939,81.01,,Telecommunications,High Net Worth,N,No,9,4286 Rowland Circle,4165,QLD,Australia,5,603,0.65875
Tamar,Windmill,Female,92,8/28/1939,81.04,Senior Editor,Manufacturing,Affluent Customer,N,No,10,4669 Troy Place,2207,NSW,Australia,10,168,0.946
Augie,Swallwell,Male,42,8/22/1939,81.06,,Property,Affluent Customer,N,Yes,13,7 Golden Leaf Avenue,2400,NSW,Australia,2,440,0.74375
Dyann,Olechnowicz,Female,17,7/17/1939,81.16,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,16,0474 Bowman Hill,3031,VIC,Australia,10,76,1.073
Esther,McOnie,Female,59,5/26/1939,81.3,Legal Assistant,n/a,Mass Customer,N,No,14,844 Forster Place,2096,NSW,Australia,12,397,0.775
Mariquilla,Springthorpe,Female,30,4/4/1939,81.44,Director of Sales,n/a,Mass Customer,N,Yes,8,811 Melrose Park,2224,NSW,Australia,10,69,1.094375
Tina,Dunstan,Female,13,3/6/1939,81.52,Account Representative IV,Retail,Affluent Customer,N,No,13,98555 Victoria Hill,2171,NSW,Australia,7,254,0.877
Devonne,Alderwick,Female,79,1/29/1939,81.62,Research Associate,n/a,High Net Worth,N,Yes,9,534 Lien Lane,3122,VIC,Australia,7,38,1.1625
Launce,Gale,Male,86,1/15/1939,81.66,,n/a,Mass Customer,N,No,21,4 Fordem Avenue,2777,NSW,Australia,9,897,0.499375
Beverly,Domnick,Female,56,12/10/1938,81.76,Structural Analysis Engineer,IT,Mass Customer,N,No,9,8 Burning Wood Junction,2232,NSW,Australia,10,935,0.42
Kippar,Brimilcome,Male,21,11/29/1938,81.79,Graphic Designer,Health,Mass Customer,N,No,19,082 Welch Lane,2089,NSW,Australia,11,180,0.93
Odilia,Quick,Female,65,11/9/1938,81.84,General Manager,Manufacturing,Affluent Customer,N,Yes,11,1550 Russell Way,2222,NSW,Australia,11,3,1.531
Franklin,Wohler,Male,55,10/16/1938,81.91,Clinical Specialist,Health,Mass Customer,N,Yes,7,6966 Delladonna Street,2250,NSW,Australia,8,44,1.15
Wyn,Meach,Male,37,9/10/1938,82,,Manufacturing,Mass Customer,N,No,9,79 Armistice Junction,2765,NSW,Australia,9,187,0.921875
Willard,Booton,Male,69,9/2/1938,82.03,,Health,High Net Worth,N,Yes,7,05 Ronald Regan Alley,2121,NSW,Australia,9,519,0.697
Alleen,Eaken,Female,56,8/31/1938,82.03,,n/a,Mass Customer,N,No,10,343 Lakewood Center,2089,NSW,Australia,12,77,1.0625
Letizia,Poore,Female,27,8/30/1938,82.03,Web Developer II,Manufacturing,Affluent Customer,N,No,15,95796 Mcbride Drive,3677,VIC,Australia,3,370,0.788
Andrea,Pendle,Female,86,8/5/1938,82.1,,n/a,High Net Worth,N,Yes,13,31281 Meadow Valley Way,4500,QLD,Australia,6,628,0.6375
Zachariah,Meininking,Male,40,6/9/1938,82.26,Cost Accountant,Financial Services,Affluent Customer,N,Yes,20,24815 Lindbergh Avenue,2749,NSW,Australia,7,835,0.531
Anthony,Morison,Male,7,6/8/1938,82.26,General Manager,Health,Mass Customer,N,No,12,276 Derek Circle,2759,NSW,Australia,9,681,0.6
Carolann,Raatz,Female,25,2/26/1979,41.51,Chief Design Engineer,n/a,High Net Worth,N,No,21,817 Bunker Hill Place,3977,VIC,Australia,6,160,0.945625
Kort,Disley,Male,66,2/5/1979,41.57,Technical Writer,Health,Mass Customer,N,Yes,7,76 Donald Trail,2160,NSW,Australia,9,54,1.125
Andy,Deeming,Male,79,1/9/1979,41.65,Payment Adjustment Coordinator,Manufacturing,Affluent Customer,N,Yes,7,63386 Talisman Hill,4556,QLD,Australia,8,741,0.575
Cami,Eitter,Female,34,1/3/1979,41.66,Professor,Manufacturing,High Net Worth,N,Yes,11,1408 Hovde Circle,3081,VIC,Australia,9,323,0.818
Lanie,Cobbold,Male,57,12/31/1978,41.67,Senior Sales Associate,n/a,Mass Customer,N,Yes,9,936 Porter Lane,2323,NSW,Australia,5,377,0.775625
Darwin,Bumpas,Male,24,12/27/1978,41.68,Junior Executive,Health,Affluent Customer,N,Yes,18,6812 Gina Point,3082,VIC,Australia,7,775,0.56
Nobe,McAughtry,Male,25,12/14/1978,41.72,,n/a,Mass Customer,N,No,12,1 Orin Hill,4510,QLD,Australia,5,11,1.3125
Candy,,Female,23,12/8/1977,,,Financial Services,Mass Customer,N,No,6,59252 Maryland Drive,3500,VIC,Australia,3,951,0.4505
Jethro,Mertel,Male,16,12/10/1978,41.73,Software Consultant,Argiculture,Mass Customer,N,Yes,15,3460 Dapin Street,2262,NSW,Australia,6,310,0.825
Giulia,Hazart,Female,57,8/2/1978,42.08,Help Desk Technician,n/a,Mass Customer,N,No,11,81 Donald Parkway,4218,QLD,Australia,11,142,0.96875
Zechariah,McReidy,Male,32,7/22/1978,42.11,Technical Writer,Manufacturing,High Net Worth,N,No,21,797 Westend Street,4207,QLD,Australia,6,111,1
Sherrie,Godleman,Female,37,4/2/1978,42.42,Associate Professor,Manufacturing,Mass Customer,N,No,19,67 Shelley Crossing,3350,VIC,Australia,2,84,1.049
Joane,Caldes,Female,84,3/17/1978,42.46,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,13,42 3rd Plaza,2250,NSW,Australia,7,902,0.48
Patricia,Everix,Female,34,2/19/1978,42.53,Director of Sales,Health,Mass Customer,N,No,19,91164 Washington Terrace,2263,NSW,Australia,7,10,1.313
Heinrick,Shilstone,Male,60,2/11/1978,42.56,,Manufacturing,Affluent Customer,N,No,10,998 Gale Park,3174,VIC,Australia,8,6,1.40625
Dwayne,Doel,Male,80,1/21/1978,42.61,Cost Accountant,Financial Services,Affluent Customer,N,Yes,17,5642 Debs Terrace,2223,NSW,Australia,11,168,0.935
Tabbatha,Averill,Female,5,12/17/1977,42.71,Quality Control Specialist,n/a,Affluent Customer,N,Yes,13,663 8th Parkway,2257,NSW,Australia,8,3,1.5
Wallace,Newart,Male,91,12/6/1977,42.74,,IT,Mass Customer,N,No,17,29007 Dapin Street,4650,QLD,Australia,1,51,1.115625
Dolley,Starmont,Female,53,11/8/1977,42.82,Geologist IV,Manufacturing,Affluent Customer,N,No,18,4252 Dovetail Pass,4129,QLD,Australia,6,17,1.275
Arman,Yakubov,Male,68,10/7/1977,42.9,VP Quality Control,Property,High Net Worth,N,Yes,17,11121 Jackson Crossing,2323,NSW,Australia,4,507,0.691
Opal,Cleare,Female,6,9/26/1977,42.93,Database Administrator II,Property,Affluent Customer,N,Yes,20,247 Blue Bill Park Parkway,2066,NSW,Australia,9,190,0.91
Nicol,Bertot,Female,25,9/11/1977,42.97,Financial Advisor,Financial Services,Affluent Customer,N,Yes,18,7 Elgar Hill,3060,VIC,Australia,5,455,0.713
Maisie,Maddox,Female,27,5/9/1977,43.32,Assistant Manager,Financial Services,Affluent Customer,N,No,20,8 Dennis Point,3226,VIC,Australia,9,5,1.453
Morganica,Bentke,Female,40,1/3/1977,43.66,Marketing Assistant,IT,Affluent Customer,N,Yes,21,19453 Ramsey Point,3067,VIC,Australia,11,552,0.67
Nicol,Swinford,Male,65,12/7/1976,43.74,VP Marketing,Property,High Net Worth,N,No,16,976 Roxbury Alley,4157,QLD,Australia,7,383,0.763
Katleen,Arnoult,Female,6,11/24/1976,43.77,VP Product Management,Manufacturing,Mass Customer,N,Yes,13,540 Farragut Avenue,2066,NSW,Australia,9,264,0.85
Paxon,Roomes,Male,78,11/6/1976,43.82,Information Systems Manager,n/a,High Net Worth,N,Yes,7,3 Express Lane,3021,VIC,Australia,7,101,1.015625
Tessa,Friese,Female,89,10/24/1976,43.86,Health Coach II,Financial Services,Mass Customer,N,No,21,98158 Alpine Point,4212,QLD,Australia,9,26,1.195
Madella,Marquiss,Female,51,10/8/1976,43.9,VP Marketing,n/a,Affluent Customer,N,No,18,0 Larry Park,3175,VIC,Australia,8,432,0.73046875
Egon,Ortells,Male,35,6/11/1976,44.23,Structural Engineer,Manufacturing,Affluent Customer,N,No,13,3 Sundown Hill,2168,NSW,Australia,9,75,1.052
Winnifred,Beswetherick,Female,83,6/8/1976,44.23,Actuary,Financial Services,Mass Customer,N,No,14,61 4th Street,3040,VIC,Australia,10,2,1.547
Adriane,Richardson,Female,81,3/10/1976,44.48,Data Coordiator,Manufacturing,High Net Worth,N,No,9,4 Randy Street,3070,VIC,Australia,8,265,0.842
Raye,Roo,Female,64,3/7/1976,44.49,Database Administrator I,Financial Services,Mass Customer,N,Yes,16,1199 Express Plaza,3046,VIC,Australia,9,79,1.05
Gardie,Crellim,Male,58,9/12/1975,44.97,Biostatistician IV,Manufacturing,High Net Worth,N,No,8,564 Forest Dale Avenue,3161,VIC,Australia,12,8,1.328
Kissiah,Foat,Female,30,9/11/1975,44.98,Graphic Designer,n/a,Mass Customer,N,Yes,19,1690 Forster Place,2281,NSW,Australia,9,252,0.85
Mikol,Eck,Male,99,7/25/1975,45.11,VP Marketing,Financial Services,Mass Customer,N,Yes,21,15621 Twin Pines Crossing,4130,QLD,Australia,9,576,0.651
Elvira,Darthe,Female,10,4/8/1975,45.4,Accounting Assistant I,Financial Services,Affluent Customer,N,No,16,89 Green Ridge Point,2168,NSW,Australia,9,297,0.825
Martino,Scoles,Male,18,1/19/1975,45.62,Senior Financial Analyst,Financial Services,Mass Customer,N,No,14,47 Scofield Junction,3620,VIC,Australia,4,886,0.478
Mandie,MacAdie,Female,39,12/25/1974,45.69,Chief Design Engineer,Telecommunications,High Net Worth,N,No,13,1009 Roxbury Point,2110,NSW,Australia,11,507,0.688
Pauline,Dallosso,U,82,,,Desktop Support Technician,IT,Affluent Customer,N,Yes,0,9594 Badeau Street,2050,NSW,Australia,10,985,0.408
Link,Gorini,Male,60,11/9/1974,45.82,,IT,High Net Worth,N,No,10,9495 Jenna Way,4600,QLD,Australia,2,137,0.96
Lillis,Eshmade,Female,50,10/12/1974,45.89,Structural Analysis Engineer,Financial Services,Mass Customer,N,Yes,22,46057 Harbort Hill,4304,QLD,Australia,2,457,0.706
Rodolphe,Glenton,Male,88,9/28/1974,45.93,Programmer Analyst II,Financial Services,Affluent Customer,N,No,11,4787 Golf Terrace,3163,VIC,Australia,7,773,0.542
Fredia,Favelle,Female,94,8/29/1974,46.01,Teacher,n/a,Mass Customer,N,Yes,19,4 Arapahoe Terrace,4014,QLD,Australia,8,250,0.85
Ardelis,Forrester,Female,10,8/28/1974,46.02,Senior Cost Accountant,Financial Services,Affluent Customer,N,No,10,5 Colorado Crossing,3505,VIC,Australia,5,1,1.719
Babara,Sissel,Female,50,6/8/1974,46.24,,IT,Mass Customer,N,Yes,21,5 Ohio Road,3169,VIC,Australia,10,770,0.541875
Harland,Messenger,Male,90,5/28/1974,46.27,Software Test Engineer I,Retail,Mass Customer,N,No,8,27 Crownhardt Center,3934,VIC,Australia,10,901,0.46
Claudetta,Ricciardiello,Female,61,4/30/1974,46.34,Internal Auditor,Financial Services,Mass Customer,N,Yes,21,31 Schurz Parkway,3181,VIC,Australia,8,893,0.468
Leighton,Firbanks,Male,51,12/22/1973,46.7,Teacher,Retail,Affluent Customer,N,No,21,7234 Sycamore Pass,4178,QLD,Australia,3,586,0.638
Skipp,Swales,Male,15,11/14/1973,46.8,Community Outreach Specialist,Entertainment,High Net Worth,N,Yes,22,76 Green Ridge Drive,3029,VIC,Australia,7,182,0.903
Beverlee,Ungerechts,Female,49,10/3/1973,46.92,Civil Engineer,Manufacturing,Mass Customer,N,No,8,602 Toban Center,4020,QLD,Australia,7,377,0.754
Ivy,Farr,Female,56,7/3/1973,47.17,Office Assistant IV,IT,High Net Worth,N,No,19,08470 Kingsford Lane,2120,NSW,Australia,11,273,0.829
Brigitte,Whellams,Female,67,5/9/1973,47.32,Payment Adjustment Coordinator,n/a,Mass Customer,N,Yes,17,77785 Veith Lane,2766,NSW,Australia,8,30,1.15625
Olia,O' Mullan,Female,77,3/24/1973,47.45,Account Executive,Health,Mass Customer,N,No,8,6315 Mendota Parkway,2263,NSW,Australia,7,820,0.5
Marinna,Kauschke,Female,21,3/15/1973,47.47,Sales Associate,Financial Services,Affluent Customer,N,Yes,8,9 Forster Circle,3174,VIC,Australia,3,343,0.776
